BestLapTime,LapsComplete,PositionStart,Status,Driver,Team,TrackType,Track,PositionFinish
00:40.3,198,30,0,Marcus Armstrong,Meyer Shank Racing,Oval,IND,18
01:11.2,0,32,1,Marcus Ericsson,Andretti Global,Oval,IND,33
00:40.3,200,9,0,Marcus Ericsson,Andretti Global,Oval,IND,31
00:40.0,200,5,0,Marcus Ericsson,Chip Ganassi Racing,Oval,IND,1
00:40.1,200,10,0,Marcus Ericsson,Chip Ganassi Racing,Oval,IND,2
00:40.0,199,24,1,Nolan Siegel,Arrow McLaren,Oval,IND,13
00:40.0,200,7,0,Pato O'Ward,Arrow McLaren,Oval,IND,2
00:40.2,192,5,1,Pato O'Ward,Arrow McLaren,Oval,IND,24
00:40.0,200,8,0,Pato O'Ward,Arrow McLaren,Oval,IND,2
00:39.8,200,3,0,Pato O'Ward,Arrow McLaren,Oval,IND,3
00:40.7,81,31,1,Rinus VeeKay,Dale Coyne Racing,Oval,IND,27
00:40.5,38,3,1,Rinus VeeKay,Ed Carpenter Racing,Oval,IND,33
00:40.1,200,2,0,Rinus VeeKay,Ed Carpenter Racing,Oval,IND,10
00:40.2,200,7,0,Rinus VeeKay,Ed Carpenter Racing,Oval,IND,9
00:40.1,87,1,1,Robert Shwartzman,PREMA Racing,Oval,IND,26
00:40.1,200,4,0,Santino Ferrucci,A.J. Foyt Enterprises,Oval,IND,3
00:40.0,200,6,0,Santino Ferrucci,A.J. Foyt Enterprises,Oval,IND,8
00:39.9,200,15,0,Santino Ferrucci,A.J. Foyt Enterprises,Oval,IND,5
00:40.4,200,15,0,Santino Ferrucci,Dreyer & Reinbold Racing,Oval,IND,10
00:40.3,200,1,0,Scott Dixon,Chip Ganassi Racing,Oval,IND,21
00:40.2,200,6,0,Scott Dixon,Chip Ganassi Racing,Oval,IND,6
00:40.2,200,21,0,Scott Dixon,Chip Ganassi Racing,Oval,IND,3
00:39.9,197,4,0,Scott Dixon,Chip Ganassi Racing,Oval,IND,20
00:40.5,150,26,1,Scott McLaughlin,Team Penske,Oval,IND,29
00:40.1,200,14,0,Scott McLaughlin,Team Penske,Oval,IND,14
00:40.2,200,1,0,Scott McLaughlin,Team Penske,Oval,IND,6
01:11.2,0,10,1,Scott McLaughlin,Team Penske,Oval,IND,30
00:40.0,200,23,0,Sting Ray Robb,A.J. Foyt Enterprises,Oval,IND,16
00:40.2,90,31,1,Sting Ray Robb,Dale Coyne Racing,Oval,IND,31
00:40.3,91,17,1,Sting Ray Robb,Juncos Hollinger Racing,Oval,IND,23
00:40.2,200,11,0,Will Power,Team Penske,Oval,IND,15
00:40.2,195,12,0,Will Power,Team Penske,Oval,IND,23
00:40.5,145,2,1,Will Power,Team Penske,Oval,IND,24
00:40.0,199,33,0,Will Power,Team Penske,Oval,IND,16
00:19.7,249,14,0,Alex Palou,Chip Ganassi Racing,Oval,IOW,6
00:19.6,299,11,0,Alex Palou,Chip Ganassi Racing,Oval,IOW,13
00:19.6,249,7,0,Alex Palou,Chip Ganassi Racing,Oval,IOW,8
00:19.4,250,12,0,Alex Palou,Chip Ganassi Racing,Oval,IOW,3
00:18.4,250,2,0,Alex Palou,Chip Ganassi Racing,Oval,IOW,2
00:18.7,175,3,1,Alex Palou,Chip Ganassi Racing,Oval,IOW,23
00:19.9,249,19,0,Alexander Rossi,Andretti Global,Oval,IOW,13
00:19.8,296,21,0,Alexander Rossi,Andretti Global,Oval,IOW,18
00:19.7,249,20,0,Alexander Rossi,Arrow McLaren,Oval,IOW,10
00:19.8,248,18,0,Alexander Rossi,Arrow McLaren,Oval,IOW,15
00:18.5,249,6,1,Alexander Rossi,Arrow McLaren,Oval,IOW,15
00:18.7,250,7,0,Alexander Rossi,Arrow McLaren,Oval,IOW,8
00:20.0,249,22,0,Callum Ilott,Juncos Hollinger Racing,Oval,IOW,12
00:19.7,300,22,0,Callum Ilott,Juncos Hollinger Racing,Oval,IOW,11
00:19.7,247,23,0,Callum Ilott,Juncos Hollinger Racing,Oval,IOW,15
00:19.9,248,24,0,Callum Ilott,Juncos Hollinger Racing,Oval,IOW,14
00:20.0,249,20,0,Christian Lundgaard,Rahal Letterman Lanigan Racing,Oval,IOW,10
00:19.5,112,17,1,Christian Lundgaard,Rahal Letterman Lanigan Racing,Oval,IOW,26
00:19.7,246,19,0,Christian Lundgaard,Rahal Letterman Lanigan Racing,Oval,IOW,20
00:19.5,249,21,0,Christian Lundgaard,Rahal Letterman Lanigan Racing,Oval,IOW,13
00:18.8,249,18,0,Christian Lundgaard,Rahal Letterman Lanigan Racing,Oval,IOW,17
00:18.5,178,23,1,Christian Lundgaard,Rahal Letterman Lanigan Racing,Oval,IOW,22
00:19.9,242,17,0,Colton Herta,Andretti Global,Oval,IOW,24
00:19.5,299,12,0,Colton Herta,Andretti Global,Oval,IOW,12
00:19.8,246,6,0,Colton Herta,Andretti Global,Oval,IOW,19
00:19.6,249,5,0,Colton Herta,Andretti Global,Oval,IOW,7
00:18.6,250,4,0,Colton Herta,Andretti Global,Oval,IOW,5
00:18.5,250,1,0,Colton Herta,Andretti Global,Oval,IOW,11
00:19.0,140,27,1,Conor Daly,Dale Coyne Racing,Oval,IOW,27
00:19.8,249,3,0,Conor Daly,Ed Carpenter Racing,Oval,IOW,19
00:19.7,298,3,0,Conor Daly,Ed Carpenter Racing,Oval,IOW,16
00:19.6,245,22,0,Conor Daly,Meyer Shank Racing,Oval,IOW,21
00:19.5,248,15,0,Conor Daly,Meyer Shank Racing,Oval,IOW,17
00:20.1,249,6,0,David Malukas,Dale Coyne Racing,Oval,IOW,14
00:19.5,300,14,0,David Malukas,Dale Coyne Racing,Oval,IOW,8
00:19.7,248,9,0,David Malukas,Dale Coyne Racing,Oval,IOW,12
00:19.4,249,3,0,David Malukas,Dale Coyne Racing,Oval,IOW,8
00:18.8,250,9,0,David Malukas,Meyer Shank Racing,Oval,IOW,13
00:20.4,0,14,1,David Malukas,Meyer Shank Racing,Oval,IOW,26
00:20.3,249,18,0,Devlin DeFrancesco,Andretti Global,Oval,IOW,17
00:19.7,298,25,0,Devlin DeFrancesco,Andretti Global,Oval,IOW,15
00:20.0,245,12,0,Devlin DeFrancesco,Andretti Global,Oval,IOW,22
00:20.2,246,19,0,Devlin DeFrancesco,Andretti Global,Oval,IOW,21
00:20.0,109,11,1,Felix Rosenqvist,Arrow McLaren,Oval,IOW,26
00:19.6,300,9,0,Felix Rosenqvist,Arrow McLaren,Oval,IOW,7
00:19.2,248,21,0,Felix Rosenqvist,Arrow McLaren,Oval,IOW,13
00:19.2,250,16,0,Felix Rosenqvist,Arrow McLaren,Oval,IOW,4
00:18.8,184,5,1,Felix Rosenqvist,Meyer Shank Racing,Oval,IOW,26
00:18.9,250,11,0,Felix Rosenqvist,Meyer Shank Racing,Oval,IOW,13
00:20.0,249,16,0,Graham Rahal,Rahal Letterman Lanigan Racing,Oval,IOW,9
00:19.6,299,23,0,Graham Rahal,Rahal Letterman Lanigan Racing,Oval,IOW,14
00:19.6,149,13,1,Graham Rahal,Rahal Letterman Lanigan Racing,Oval,IOW,28
00:19.9,247,6,0,Graham Rahal,Rahal Letterman Lanigan Racing,Oval,IOW,20
00:18.5,250,8,0,Graham Rahal,Rahal Letterman Lanigan Racing,Oval,IOW,8
00:18.9,249,21,0,Graham Rahal,Rahal Letterman Lanigan Racing,Oval,IOW,16
00:19.5,250,2,0,Josef Newgarden,Team Penske,Oval,IOW,1
00:19.4,235,2,1,Josef Newgarden,Team Penske,Oval,IOW,24
00:19.2,250,3,0,Josef Newgarden,Team Penske,Oval,IOW,1
00:19.1,250,7,0,Josef Newgarden,Team Penske,Oval,IOW,1
00:18.0,250,14,0,Josef Newgarden,Team Penske,Oval,IOW,7
00:18.1,250,22,0,Josef Newgarden,Team Penske,Oval,IOW,3
00:18.5,249,23,0,Kyffin Simpson,Chip Ganassi Racing,Oval,IOW,18
00:19.0,250,27,0,Kyffin Simpson,Chip Ganassi Racing,Oval,IOW,14
00:20.2,249,24,0,Kyle Kirkwood,A.J. Foyt Enterprises,Oval,IOW,15
00:20.0,117,20,1,Kyle Kirkwood,A.J. Foyt Enterprises,Oval,IOW,25
00:19.7,249,17,0,Kyle Kirkwood,Andretti Global,Oval,IOW,7
00:19.8,249,17,0,Kyle Kirkwood,Andretti Global,Oval,IOW,11
00:18.8,249,12,1,Kyle Kirkwood,Andretti Global,Oval,IOW,16
00:18.9,250,19,0,Kyle Kirkwood,Andretti Global,Oval,IOW,7
00:18.4,249,25,0,Marcus Armstrong,Chip Ganassi Racing,Oval,IOW,19
00:19.0,250,9,0,Marcus Armstrong,Chip Ganassi Racing,Oval,IOW,10
00:18.8,248,21,0,Marcus Ericsson,Andretti Global,Oval,IOW,23
00:18.8,250,10,0,Marcus Ericsson,Andretti Global,Oval,IOW,9
00:19.6,249,12,0,Marcus Ericsson,Chip Ganassi Racing,Oval,IOW,8
00:19.6,300,15,0,Marcus Ericsson,Chip Ganassi Racing,Oval,IOW,6
00:19.3,250,10,0,Marcus Ericsson,Chip Ganassi Racing,Oval,IOW,4
00:19.1,249,10,0,Marcus Ericsson,Chip Ganassi Racing,Oval,IOW,9
00:18.5,250,11,0,Nolan Siegel,Arrow McLaren,Oval,IOW,14
00:19.0,250,15,0,Nolan Siegel,Arrow McLaren,Oval,IOW,12
00:19.6,250,4,0,Pato O'Ward,Arrow McLaren,Oval,IOW,2
00:19.2,300,7,0,Pato O'Ward,Arrow McLaren,Oval,IOW,1
00:19.3,250,5,0,Pato O'Ward,Arrow McLaren,Oval,IOW,3
00:19.4,249,11,0,Pato O'Ward,Arrow McLaren,Oval,IOW,10
00:18.3,250,7,0,Pato O'Ward,Arrow McLaren,Oval,IOW,6
00:18.5,250,6,0,Pato O'Ward,Arrow McLaren,Oval,IOW,2
00:19.5,250,8,0,Rinus VeeKay,Ed Carpenter Racing,Oval,IOW,4
00:19.8,296,8,0,Rinus VeeKay,Ed Carpenter Racing,Oval,IOW,19
00:19.9,247,15,0,Rinus VeeKay,Ed Carpenter Racing,Oval,IOW,17
00:19.7,248,14,0,Rinus VeeKay,Ed Carpenter Racing,Oval,IOW,18
00:18.7,250,15,0,Rinus VeeKay,Ed Carpenter Racing,Oval,IOW,9
00:18.7,250,13,0,Rinus VeeKay,Ed Carpenter Racing,Oval,IOW,5
00:20.0,241,25,0,Santino Ferrucci,A.J. Foyt Enterprises,Oval,IOW,26
00:20.2,245,27,0,Santino Ferrucci,A.J. Foyt Enterprises,Oval,IOW,22
00:18.5,250,19,0,Santino Ferrucci,A.J. Foyt Enterprises,Oval,IOW,11
00:18.9,250,8,0,Santino Ferrucci,A.J. Foyt Enterprises,Oval,IOW,6
00:19.9,250,13,0,Scott Dixon,Chip Ganassi Racing,Oval,IOW,5
00:19.4,300,18,0,Scott Dixon,Chip Ganassi Racing,Oval,IOW,4
00:19.6,249,4,0,Scott Dixon,Chip Ganassi Racing,Oval,IOW,6
00:19.4,249,9,0,Scott Dixon,Chip Ganassi Racing,Oval,IOW,6
00:18.3,250,3,0,Scott Dixon,Chip Ganassi Racing,Oval,IOW,4
00:18.5,250,5,0,Scott Dixon,Chip Ganassi Racing,Oval,IOW,4
00:19.8,244,5,0,Scott McLaughlin,Team Penske,Oval,IOW,22
00:19.3,300,5,0,Scott McLaughlin,Team Penske,Oval,IOW,3
00:18.9,250,2,0,Scott McLaughlin,Team Penske,Oval,IOW,2
00:19.2,250,2,0,Scott McLaughlin,Team Penske,Oval,IOW,5
00:18.2,250,1,0,Scott McLaughlin,Team Penske,Oval,IOW,3
00:18.4,250,2,0,Scott McLaughlin,Team Penske,Oval,IOW,1
00:18.9,248,20,1,Sting Ray Robb,A.J. Foyt Enterprises,Oval,IOW,21
00:19.1,250,24,0,Sting Ray Robb,A.J. Foyt Enterprises,Oval,IOW,15
00:20.0,242,27,0,Sting Ray Robb,Dale Coyne Racing,Oval,IOW,25
00:20.4,152,26,1,Sting Ray Robb,Dale Coyne Racing,Oval,IOW,28
00:19.5,250,1,0,Will Power,Team Penske,Oval,IOW,3
00:19.2,300,1,0,Will Power,Team Penske,Oval,IOW,2
00:19.3,250,1,0,Will Power,Team Penske,Oval,IOW,5
00:19.0,250,1,0,Will Power,Team Penske,Oval,IOW,2
00:18.4,250,22,0,Will Power,Team Penske,Oval,IOW,1
00:18.9,241,4,0,Will Power,Team Penske,Oval,IOW,18
01:07.2,85,3,0,Alex Palou,Chip Ganassi Racing,Street,LB,3
01:07.9,85,4,0,Alex Palou,Chip Ganassi Racing,Street,LB,5
01:07.9,85,6,0,Alex Palou,Chip Ganassi Racing,Street,LB,3
01:08.5,90,3,0,Alex Palou,Chip Ganassi Racing,Street,LB,2
01:07.7,85,5,0,Alexander Rossi,Andretti Global,Street,LB,8
01:08.5,83,11,1,Alexander Rossi,Arrow McLaren,Street,LB,22
01:08.5,85,13,0,Alexander Rossi,Arrow McLaren,Street,LB,10
01:09.0,90,8,0,Alexander Rossi,Ed Carpenter Racing,Street,LB,15
01:07.9,55,21,1,Callum Ilott,Juncos Hollinger Racing,Street,LB,24
01:08.7,84,22,0,Callum Ilott,Juncos Hollinger Racing,Street,LB,19
01:09.3,89,22,0,Callum Ilott,PREMA Racing,Street,LB,21
01:08.7,90,12,0,Christian Lundgaard,Arrow McLaren,Street,LB,3
01:07.5,83,19,0,Christian Lundgaard,Rahal Letterman Lanigan Racing,Street,LB,18
01:08.7,85,17,0,Christian Lundgaard,Rahal Letterman Lanigan Racing,Street,LB,14
01:09.2,84,7,0,Christian Lundgaard,Rahal Letterman Lanigan Racing,Street,LB,23
01:09.4,14,21,1,Christian Rasmussen,Ed Carpenter Racing,Street,LB,27
01:09.3,89,18,0,Christian Rasmussen,Ed Carpenter Racing,Street,LB,23
01:08.4,90,2,0,Colton Herta,Andretti Global,Street,LB,7
01:07.3,55,1,1,Colton Herta,Andretti Global,Street,LB,23
01:08.3,85,7,0,Colton Herta,Andretti Global,Street,LB,4
01:08.0,85,4,0,Colton Herta,Andretti Global,Street,LB,2
01:07.9,85,17,0,Conor Daly,Ed Carpenter Racing,Street,LB,12
01:09.3,83,27,0,Conor Daly,Ed Carpenter Racing,Street,LB,23
01:09.5,88,21,0,Conor Daly,Juncos Hollinger Racing,Street,LB,25
01:08.7,90,10,0,David Malukas,A.J. Foyt Enterprises,Street,LB,17
01:07.8,72,18,1,David Malukas,Dale Coyne Racing,Street,LB,21
01:08.7,84,25,0,David Malukas,Dale Coyne Racing,Street,LB,20
01:08.4,35,23,1,Devlin DeFrancesco,Andretti Global,Street,LB,25
01:08.9,85,20,0,Devlin DeFrancesco,Andretti Global,Street,LB,16
01:08.8,89,23,0,Devlin DeFrancesco,Rahal Letterman Lanigan Racing,Street,LB,24
01:08.0,85,4,0,Felix Rosenqvist,Arrow McLaren,Street,LB,11
01:08.7,85,10,0,Felix Rosenqvist,Arrow McLaren,Street,LB,7
01:08.0,85,1,0,Felix Rosenqvist,Meyer Shank Racing,Street,LB,9
01:08.9,90,4,0,Felix Rosenqvist,Meyer Shank Racing,Street,LB,4
01:07.6,85,13,0,Graham Rahal,Rahal Letterman Lanigan Racing,Street,LB,7
01:08.9,85,24,0,Graham Rahal,Rahal Letterman Lanigan Racing,Street,LB,12
01:09.2,85,12,0,Graham Rahal,Rahal Letterman Lanigan Racing,Street,LB,17
01:09.2,89,16,0,Graham Rahal,Rahal Letterman Lanigan Racing,Street,LB,22
01:09.8,88,26,0,Jacob Abel,Dale Coyne Racing,Street,LB,26
01:07.4,85,2,0,Josef Newgarden,Team Penske,Street,LB,1
01:08.5,85,8,0,Josef Newgarden,Team Penske,Street,LB,9
01:07.8,85,3,0,Josef Newgarden,Team Penske,Street,LB,4
01:08.3,88,15,0,Josef Newgarden,Team Penske,Street,LB,27
01:08.9,84,26,0,Kyffin Simpson,Chip Ganassi Racing,Street,LB,19
01:08.1,90,17,0,Kyffin Simpson,Chip Ganassi Racing,Street,LB,10
01:07.9,85,12,0,Kyle Kirkwood,A.J. Foyt Enterprises,Street,LB,10
01:08.0,85,1,0,Kyle Kirkwood,Andretti Global,Street,LB,1
01:08.5,85,10,0,Kyle Kirkwood,Andretti Global,Street,LB,7
01:08.5,90,1,0,Kyle Kirkwood,Andretti Global,Street,LB,1
01:08.8,90,20,0,Louis Foster,Rahal Letterman Lanigan Racing,Street,LB,16
01:08.7,85,12,0,Marcus Armstrong,Chip Ganassi Racing,Street,LB,8
01:09.2,85,9,0,Marcus Armstrong,Chip Ganassi Racing,Street,LB,12
01:08.7,90,7,0,Marcus Armstrong,Meyer Shank Racing,Street,LB,14
01:07.8,85,5,0,Marcus Ericsson,Andretti Global,Street,LB,5
01:08.8,90,5,0,Marcus Ericsson,Andretti Global,Street,LB,12
01:07.3,66,8,1,Marcus Ericsson,Chip Ganassi Racing,Street,LB,22
01:08.0,85,2,0,Marcus Ericsson,Chip Ganassi Racing,Street,LB,3
01:08.6,90,11,0,Nolan Siegel,Arrow McLaren,Street,LB,20
01:08.8,84,27,0,Nolan Siegel,Dale Coyne Racing,Street,LB,20
01:07.7,85,11,0,Pato O'Ward,Arrow McLaren,Street,LB,5
01:08.7,84,6,0,Pato O'Ward,Arrow McLaren,Street,LB,17
01:08.3,85,14,0,Pato O'Ward,Arrow McLaren,Street,LB,16
01:09.0,90,9,0,Pato O'Ward,Arrow McLaren,Street,LB,13
01:09.0,90,25,0,Rinus VeeKay,Dale Coyne Racing,Street,LB,19
01:08.2,85,15,0,Rinus VeeKay,Ed Carpenter Racing,Street,LB,13
01:09.3,48,19,1,Rinus VeeKay,Ed Carpenter Racing,Street,LB,26
01:08.5,85,18,0,Rinus VeeKay,Ed Carpenter Racing,Street,LB,14
01:08.7,90,24,0,Robert Shwartzman,PREMA Racing,Street,LB,18
01:08.9,85,18,0,Santino Ferrucci,A.J. Foyt Enterprises,Street,LB,11
01:08.5,84,24,0,Santino Ferrucci,A.J. Foyt Enterprises,Street,LB,21
01:08.7,90,27,0,Santino Ferrucci,A.J. Foyt Enterprises,Street,LB,11
01:07.5,85,16,0,Scott Dixon,Chip Ganassi Racing,Street,LB,6
01:08.7,37,5,1,Scott Dixon,Chip Ganassi Racing,Street,LB,27
01:08.5,85,8,0,Scott Dixon,Chip Ganassi Racing,Street,LB,1
01:08.4,90,14,0,Scott Dixon,Chip Ganassi Racing,Street,LB,8
01:08.0,85,9,0,Scott McLaughlin,Team Penske,Street,LB,14
01:08.8,85,9,0,Scott McLaughlin,Team Penske,Street,LB,10
01:09.1,71,11,0,Scott McLaughlin,Team Penske,Street,LB,26
01:08.8,90,6,0,Scott McLaughlin,Team Penske,Street,LB,6
01:09.0,85,25,0,Sting Ray Robb,A.J. Foyt Enterprises,Street,LB,18
01:09.2,84,21,0,Sting Ray Robb,Dale Coyne Racing,Street,LB,18
01:08.8,90,19,0,Sting Ray Robb,Juncos Hollinger Racing,Street,LB,9
01:07.3,85,7,0,Will Power,Team Penske,Street,LB,4
01:08.7,85,13,0,Will Power,Team Penske,Street,LB,6
01:08.3,85,2,0,Will Power,Team Penske,Street,LB,6
01:08.6,90,13,0,Will Power,Team Penske,Street,LB,5
00:24.5,250,12,0,Alex Palou,Chip Ganassi Racing,Oval,MIL,5
00:24.2,221,10,0,Alex Palou,Chip Ganassi Racing,Oval,MIL,19
00:24.5,250,3,0,Alexander Rossi,Arrow McLaren,Oval,MIL,7
00:24.0,250,6,0,Alexander Rossi,Arrow McLaren,Oval,MIL,6
00:24.8,250,26,0,Christian Lundgaard,Rahal Letterman Lanigan Racing,Oval,MIL,9
00:24.3,248,25,0,Christian Lundgaard,Rahal Letterman Lanigan Racing,Oval,MIL,12
00:24.5,250,23,0,Christian Rasmussen,Ed Carpenter Racing,Oval,MIL,11
00:24.2,243,23,0,Christian Rasmussen,Ed Carpenter Racing,Oval,MIL,16
00:24.0,246,10,0,Colton Herta,Andretti Global,Oval,MIL,22
00:24.1,250,18,0,Colton Herta,Andretti Global,Oval,MIL,3
00:24.3,250,25,0,Conor Daly,Juncos Hollinger Racing,Oval,MIL,3
00:23.9,230,20,1,Conor Daly,Juncos Hollinger Racing,Oval,MIL,17
00:24.0,249,2,0,David Malukas,Meyer Shank Racing,Oval,MIL,15
00:23.8,126,9,1,David Malukas,Meyer Shank Racing,Oval,MIL,22
00:24.5,250,8,0,Felix Rosenqvist,Meyer Shank Racing,Oval,MIL,13
00:24.1,249,8,0,Felix Rosenqvist,Meyer Shank Racing,Oval,MIL,11
00:24.9,248,21,0,Graham Rahal,Rahal Letterman Lanigan Racing,Oval,MIL,20
00:24.6,123,26,1,Graham Rahal,Rahal Letterman Lanigan Racing,Oval,MIL,23
00:24.8,146,11,1,Josef Newgarden,Team Penske,Oval,MIL,26
00:42.5,5,1,1,Josef Newgarden,Team Penske,Oval,MIL,27
00:25.1,238,22,0,Kyffin Simpson,Chip Ganassi Racing,Oval,MIL,25
00:24.7,248,24,0,Kyffin Simpson,Chip Ganassi Racing,Oval,MIL,13
00:24.7,250,15,0,Kyle Kirkwood,Andretti Global,Oval,MIL,12
00:24.2,250,19,0,Kyle Kirkwood,Andretti Global,Oval,MIL,8
00:24.1,247,16,0,Marcus Armstrong,Chip Ganassi Racing,Oval,MIL,21
00:41.5,6,3,1,Marcus Armstrong,Chip Ganassi Racing,Oval,MIL,26
00:24.5,146,7,1,Marcus Ericsson,Andretti Global,Oval,MIL,27
00:24.2,250,16,0,Marcus Ericsson,Andretti Global,Oval,MIL,5
00:24.5,249,24,0,Nolan Siegel,Arrow McLaren,Oval,MIL,17
00:24.6,24,11,1,Nolan Siegel,Arrow McLaren,Oval,MIL,25
00:23.8,250,6,0,Pato O'Ward,Arrow McLaren,Oval,MIL,1
00:24.2,87,7,1,Pato O'Ward,Arrow McLaren,Oval,MIL,24
00:24.3,249,13,0,Rinus VeeKay,Ed Carpenter Racing,Oval,MIL,14
00:24.3,250,15,0,Rinus VeeKay,Ed Carpenter Racing,Oval,MIL,7
00:24.1,250,19,0,Santino Ferrucci,A.J. Foyt Enterprises,Oval,MIL,4
00:24.2,250,12,0,Santino Ferrucci,A.J. Foyt Enterprises,Oval,MIL,4
00:24.4,250,17,0,Scott Dixon,Chip Ganassi Racing,Oval,MIL,10
00:23.5,250,17,0,Scott Dixon,Chip Ganassi Racing,Oval,MIL,2
00:23.6,250,1,0,Scott McLaughlin,Team Penske,Oval,MIL,8
00:23.6,250,2,0,Scott McLaughlin,Team Penske,Oval,MIL,1
00:24.8,244,20,0,Sting Ray Robb,A.J. Foyt Enterprises,Oval,MIL,23
00:24.7,221,21,1,Sting Ray Robb,A.J. Foyt Enterprises,Oval,MIL,18
00:24.2,250,5,0,Will Power,Team Penske,Oval,MIL,2
00:23.7,250,4,0,Will Power,Team Penske,Oval,MIL,10
01:08.3,80,7,0,Alex Palou,Chip Ganassi Racing,Road,MOH,2
01:08.7,80,4,0,Alex Palou,Chip Ganassi Racing,Road,MOH,1
01:07.5,80,1,0,Alex Palou,Chip Ganassi Racing,Road,MOH,2
01:09.5,80,12,0,Alexander Rossi,Andretti Global,Road,MOH,19
01:09.1,80,13,0,Alexander Rossi,Arrow McLaren,Road,MOH,10
01:07.6,80,7,0,Alexander Rossi,Arrow McLaren,Road,MOH,6
01:10.2,57,10,1,Callum Ilott,Juncos Hollinger Racing,Road,MOH,23
01:08.9,80,20,0,Callum Ilott,Juncos Hollinger Racing,Road,MOH,16
01:08.9,80,16,0,Christian Lundgaard,Rahal Letterman Lanigan Racing,Road,MOH,11
01:09.2,80,5,0,Christian Lundgaard,Rahal Letterman Lanigan Racing,Road,MOH,4
01:07.7,80,9,0,Christian Lundgaard,Rahal Letterman Lanigan Racing,Road,MOH,7
01:07.8,80,8,0,Christian Rasmussen,Ed Carpenter Racing,Road,MOH,9
01:09.1,80,3,0,Colton Herta,Andretti Global,Road,MOH,15
01:09.1,80,1,0,Colton Herta,Andretti Global,Road,MOH,11
01:07.4,80,4,0,Colton Herta,Andretti Global,Road,MOH,4
01:10.3,80,22,0,Conor Daly,Ed Carpenter Racing,Road,MOH,13
01:09.5,80,27,0,Conor Daly,Meyer Shank Racing,Road,MOH,20
01:09.3,80,8,0,David Malukas,Dale Coyne Racing,Road,MOH,9
01:09.2,80,12,0,David Malukas,Dale Coyne Racing,Road,MOH,6
01:07.7,80,3,0,David Malukas,Meyer Shank Racing,Road,MOH,12
01:10.1,80,20,0,Devlin DeFrancesco,Andretti Global,Road,MOH,17
01:09.6,80,24,0,Devlin DeFrancesco,Andretti Global,Road,MOH,14
01:09.8,8,4,1,Felix Rosenqvist,Arrow McLaren,Road,MOH,27
01:07.9,79,10,0,Felix Rosenqvist,Arrow McLaren,Road,MOH,25
01:07.5,80,19,0,Felix Rosenqvist,Meyer Shank Racing,Road,MOH,14
01:09.9,80,18,0,Graham Rahal,Rahal Letterman Lanigan Racing,Road,MOH,12
01:09.1,80,2,0,Graham Rahal,Rahal Letterman Lanigan Racing,Road,MOH,7
01:07.7,80,18,0,Graham Rahal,Rahal Letterman Lanigan Racing,Road,MOH,18
01:08.9,80,14,0,Josef Newgarden,Team Penske,Road,MOH,7
01:09.6,80,15,0,Josef Newgarden,Team Penske,Road,MOH,12
01:06.5,79,17,0,Josef Newgarden,Team Penske,Road,MOH,25
01:07.4,80,23,0,Kyffin Simpson,Chip Ganassi Racing,Road,MOH,21
01:10.2,28,9,1,Kyle Kirkwood,A.J. Foyt Enterprises,Road,MOH,26
01:09.3,80,3,0,Kyle Kirkwood,Andretti Global,Road,MOH,17
01:07.6,80,14,0,Kyle Kirkwood,Andretti Global,Road,MOH,8
01:09.4,80,18,0,Marcus Armstrong,Chip Ganassi Racing,Road,MOH,9
01:07.4,80,11,0,Marcus Armstrong,Chip Ganassi Racing,Road,MOH,17
01:07.6,80,5,0,Marcus Ericsson,Andretti Global,Road,MOH,5
01:09.1,80,13,0,Marcus Ericsson,Chip Ganassi Racing,Road,MOH,6
01:18.5,5,9,1,Marcus Ericsson,Chip Ganassi Racing,Road,MOH,27
01:07.7,80,16,0,Nolan Siegel,Arrow McLaren,Road,MOH,20
01:09.5,52,1,1,Pato O'Ward,Arrow McLaren,Road,MOH,24
01:08.4,80,25,0,Pato O'Ward,Arrow McLaren,Road,MOH,8
01:07.4,80,2,0,Pato O'Ward,Arrow McLaren,Road,MOH,1
01:08.7,80,11,0,Rinus VeeKay,Ed Carpenter Racing,Road,MOH,4
01:09.8,80,16,0,Rinus VeeKay,Ed Carpenter Racing,Road,MOH,15
01:07.7,80,20,0,Rinus VeeKay,Ed Carpenter Racing,Road,MOH,19
01:09.5,79,26,0,Santino Ferrucci,A.J. Foyt Enterprises,Road,MOH,24
01:07.8,80,21,0,Santino Ferrucci,A.J. Foyt Enterprises,Road,MOH,10
01:09.4,80,5,0,Scott Dixon,Chip Ganassi Racing,Road,MOH,5
01:08.8,80,6,0,Scott Dixon,Chip Ganassi Racing,Road,MOH,2
01:07.2,40,13,1,Scott Dixon,Chip Ganassi Racing,Road,MOH,27
01:09.0,80,2,0,Scott McLaughlin,Team Penske,Road,MOH,1
01:09.2,80,8,0,Scott McLaughlin,Team Penske,Road,MOH,5
01:07.3,80,6,0,Scott McLaughlin,Team Penske,Road,MOH,3
01:07.7,80,25,0,Sting Ray Robb,A.J. Foyt Enterprises,Road,MOH,16
01:09.6,79,22,0,Sting Ray Robb,Dale Coyne Racing,Road,MOH,22
01:08.9,80,21,0,Will Power,Team Penske,Road,MOH,3
01:09.0,80,7,0,Will Power,Team Penske,Road,MOH,3
01:07.8,80,15,0,Will Power,Team Penske,Road,MOH,11
00:24.9,205,24,0,Alex Palou,Chip Ganassi Racing,Oval,NAS,11
00:24.9,205,26,0,Alexander Rossi,Arrow McLaren,Oval,NAS,15
